Timestamp,Where do you currently reside? (Select one),What is your age group? (Select one),What is your current employment status? (Select one),  What is your primary source of income?  ,What is your monthly income range (in KES)? (Select one),Do you currently have access to financial advisory services? (Select one),How would you rate your financial literacy? (Linear scale: 1-5),What are your primary financial goals? (Select all that apply),What challenges do you face in achieving your financial goals? (Select all that apply),How often do you seek financial advice? (Select one),Which financial advisory services have you used before?  ,Would you consider using an AI-powered chatbot for financial advice? (Select one),Which chatbot features would be most useful to you? (Select all that apply),What would make you trust an AI-powered financial advisory chatbot? (Select all that apply),How comfortable are you with using digital platforms for financial planning? (Select one),What concerns would you have about using a financial chatbot?  ,What additional features or support would you like from a financial advisory chatbot? (Open-ended question),Any other comments or suggestions? (Open-ended question)
2/25/2025 14:48,Bungoma ,18-24 years,Unemployed,Salary/Wages,"50,001-100,000",No,5,Saving for education,Limited access to financial advisors,Rarely (Only when needed),Family/Friends/Informal Groups,No,Personalized investment advice,"Strong data privacy and security policies, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses",Testimonials,When is the AI coming up though 
2/25/2025 14:48,Machakos,25-40 years,Self-Employed,Salary/Wages,Prefer not to say,No,2,"Buying a home, Retirement planning, Investment opportunities","Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Personalized investment advice,Strong data privacy and security policies,Somewhat Comfortable,Ease of understanding responses,Link with my spending data e.g bank/mobile money messages.,None
3/1/2025 23:08,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,Prefer not to say,No,4,Investment opportunities,"Limited access to financial advisors, High cost of advisory services, Lack of trust in financial advisors",Rarely (Only when needed),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Easy-to-use and intuitive interface",Very comfortable,Accuracy of information,Invitations for physical CMEs and consultancies ,Financial  investment 
2/25/2025 14:48,Kericho ,25-40 years,Employed (Part-time),Family Support,"50,001-100,000",No,4,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors, High cost of advisory services, Lack of trust in financial advisors",Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,"Accuracy of information, Trust in automated financial advice",Financial prediction options,How is data privacy important and plans to achieve it
2/28/2025 16:17,Uganda ,41-60 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Lack of financial knowledge,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking",Strong data privacy and security policies,Very comfortable,"Accuracy of information, Ease of understanding responses",Being successful needs bright minded advisors ,Non
2/28/2025 11:51,Nairobi,18-24 years,Employed (Full-time),Family Support,"100,001 and above",No,3,Farming,Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support",Accurate and reliable financial advice,Very comfortable,"Data privacy and security, Trust in automated financial advice",Giving of Living examples ,Non
3/1/2025 20:35,Nairobi,25-40 years,Employed (Full-time),Business/Entrepreneurship,"Less than 20,000",Yes,4,"Investment opportunities, Managing debt",Limited access to financial advisors,Never,"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Real-time financial tips,"Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,Accuracy of information,None ,None
2/27/2025 20:20,Nairobi,41-60 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,3,"Saving for education, Buying a home, Investment opportunities",The discipline to practice the financial knowledge ,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",No,"Personalized investment advice, Budgeting and expense tracking",Strong data privacy and security policies,Somewhat Comfortable,"Data privacy and security, Trust in automated financial advice",Debt management ,Good luck. 
2/28/2025 13:06,Nairobi,25-40 years,Employed (Full-time),Business/Entrepreneurship,"100,001 and above",No,5,Oii,Limited access to financial advisors,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,"Data privacy and security, Trust in automated financial advice",None ,Leads to several other information unknowingly 
2/28/2025 22:22,Nairobi,18-24 years,Employed (Full-time),Business/Entrepreneurship,"20,000-50,000",No,4,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,Personalized investment advice,"Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,"Accuracy of information, Data privacy and security",Data protection policy ,None
2/28/2025 9:56,Nakuru,41-60 years,Self-Employed,Pension ,Prefer not to say,Yes,4,Investment opportunities,High cost of advisory services,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,Budgeting and expense tracking,"Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Accuracy of information,Non automated responses ,Its trusted 
3/1/2025 12:05,Kirinyaga,25-40 years,Self-Employed,Business/Entrepreneurship,"20,000-50,000",No,5,"Investment opportunities, Managing debt",Limited access to financial advisors,Rarely (Only when needed),Insurance Companies,Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Privacy and security is what I would want guaranteed ,No
3/1/2025 11:07,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),None,Yes,Budgeting and expense tracking,"Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,None,"If this is something that's getting done, I'd love to try out the beta phase of this project"
2/28/2025 12:54,Kajiado,25-40 years,Employed (Full-time),Business/Entrepreneurship,"50,001-100,000",Yes,3,Investment opportunities,Many responsibilities ,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,Easy-to-use and intuitive interface,Somewhat Comfortable,"Data privacy and security, Trust in automated financial advice",Nil,Good customer service 
2/25/2025 22:26,Kuala Lumpur ,25-40 years,Self-Employed,Family Support,"50,001-100,000",No,4,Investment opportunities,"High cost of advisory services, Lack of trust in financial advisors",Rarely (Only when needed),None,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts","Strong data privacy and security policies, Easy-to-use and intuitive interface",Very comfortable,"Accuracy of information, Trust in automated financial advice",Voice feature,You should be able to suggest real time job opportunities around me
2/25/2025 18:44,Uganda,25-40 years,Employed (Full-time),Business/Entrepreneurship,"20,000-50,000",No,2,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),Banks/Financial Institutions,Yes,"Personalized investment advice, Real-time financial tips",Accurate and reliable financial advice,Very comfortable,"Accuracy of information, Data privacy and security",More advice on planning and risk identification ,No
2/28/2025 9:56,⁹,25-40 years,Self-Employed,Farming ,"20,000-50,000",Yes,5,Investment opportunities,"Limited access to financial advisors, Lack of trust in financial advisors",Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Accuracy of information,Financial goals,Let the financial advisory be affordable 
2/25/2025 17:26,Nairobi,41-60 years,Employed (Full-time),Family Support,"20,000-50,000",Yes,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors",Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",No,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Accurate and reliable financial advice,Somewhat Comfortable,"Accuracy of information, Data privacy and security",Per issue advice ,No comment 
2/28/2025 12:27,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors",Frequently (Weekly or Monthly),"Banks/Financial Institutions, Investment Firms, Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Accuracy of information,Open ended ,This would be a good AI powered chatbot
