Timestamp,Location,Age Group,Employment Status,  What is your primary source of income?  ,Monthly Income Range (KES),Access to Financial Advisory Services,Financial Literacy Level,Primary Financial Goals,Financial Challenges,Frequency of Seeking Financial Advice,Which financial advisory services have you used before?  ,Interest in AI-powered Chatbot,Preferred Chatbot Features,Trust Factors for Chatbots,Comfort with Digital Financial Planning,What concerns would you have about using a financial chatbot?  ,Additional Features Requested,Other Comments,Literacy Category,Income Ordinal,Income Category,Adoption Potential,User Segment
2/28/2025 6:13,Bungoma,25-40 Years,Unemployed,Salary/Wages,Prefer Not To Say,No,3,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),Family/Friends/Informal Groups,Yes,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Availability Of Expert Human Support If Needed",Very Comfortable,Ease Of Understanding Responses,"1.	Personalized Financial Planning: 
Ability To Create Tailored Financial Plans Based On Individual User Profiles, Goals, Risk Tolerance, And Financial Situations.
Integration With User Financial Accounts To Provide Real-Time Insights And Personalized Advice.
2.	Comprehensive Investment Guidance:
In-Depth Analysis Of Various Investment Options, Including Stocks, Bonds, Mutual Funds, And Etfs, With Market Trends And Performance Data.
Suggestions For Asset Allocation Based On Personal Risk Assessment And Financial Objectives.
3.	Goal-Based Financial Analytics:
Features That Allow Users To Set Specific Financial Goals (E.G., Retirement, Education Savings, Home Purchase) And Track Their Progress Over Time.
Visual Tools, Such As Charts And Graphs, To Help Illustrate Progress Toward These Goals.

4.	Tax Optimization Strategies:
Advice On Tax-Efficient Investment Strategies And Tax-Saving Options, Including Contributions To Retirement Accounts And Tax Credits.
Alerts For Tax Deadlines And Reminders For Necessary Documentation.

5.	Education And Resources:
Access To Informative Articles, Tutorials, And Videos Covering A Wide Range Of Financial Topics, From Budgeting To Investing And Retirement Planning.
Interactive Quizzes Or Assessments That Help Users Learn More About Their Financial Literacy.



6.	Ai-Powered Market Analysis:
Real-Time Market Analysis And Forecasts Driven By Ai Algorithms, Helping Users Make Informed Investment Decisions.
Alerts For Significant Market Events Or Trends That Might Impact User Portfolios.

7.	Integration With Financial Tools:
Seamless Integration With Budgeting Apps, Retirement Planners, And Other Financial Management Tools.
Compatibility With Various Financial Institutions For Easy Data Sharing And Updates.

8.	Regulatory And Compliance Updates:
Regular Updates On Changes In Regulations, Fiscal Policies, Tax Administration Laws, And Any Impacts They May Have On Personal Finance And Investment Strategies.
Alerts For Critical Changes That Users Need To Be Aware Of For Their Financial Planning.

9.	Mental Wellness Integration:
Support For Financial Wellness And Stress Management, Offering Resources And Advice On The Emotional Aspects Of Financial Decision-Making.
Modules On The Relationship Between Mental Well-Being And Personal Finance, Including Coping Strategies For Financial Stress.

10.	User Feedback Mechanism:
A System For Users To Provide Feedback On Chatbot Responses To Improve The Quality And Relevance Of Future Interactions.
Ability For Users To Rate Responses And Suggest Topics Of Interest.",An Advisory Chatbot Would Come In Handy In Contemporary Finance,Medium,0,,Neutral,Medium Literacy - nan Income
2/28/2025 12:17,Kericho,25-40 Years,Employed (Part-Time),Business/Entrepreneurship,Prefer Not To Say,No,3,Investment Opportunities,"Limited Access To Financial Advisors, High Cost Of Advisory Services",Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,Personalized Investment Advice,Easy-To-Use And Intuitive Interface,Very Comfortable,"Ease Of Understanding Responses, Trust In Automated Financial Advice",Analysis Of Macroeconomics Variables,No,Medium,0,,Neutral,Medium Literacy - nan Income
3/1/2025 9:14,Kampala,61 Years And Above,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,3,Investment Opportunities,Insufficient Cash Flow,Never,"Mobile Money Services (E.G., M-Pesa)",Yes,Personalized Investment Advice,Strong Data Privacy And Security Policies,Somewhat Comfortable,Data Privacy And Security,Financial Calculation,I Loved The Approach,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/25/2025 17:10,Rongo,18-24 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,5,Retirement Planning,Limited Access To Financial Advisors,Rarely (Only When Needed),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting And Expense Tracking,Availability Of Expert Human Support If Needed,Somewhat Comfortable,Data Privacy And Security,Support On Financial Issues,Reduce Costs On Ai Related Apps,High,20,Low,Neutral,High Literacy - Low Income
2/25/2025 14:48,Kakamega,25-40 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,3,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),Banks/Financial Institutions,Yes,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Somewhat Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",Time Saving,This Is A Good Idea,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/26/2025 17:24,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,3,Saving For Education,Limited Access To Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,Accuracy Of Information,Real Time Investment Opportunities As Well As Continuous Support,Good Feedback And Advisory On Improvement,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/27/2025 20:20,Kajiado,25-40 Years,Unemployed,Salary/Wages,"20,000-50,000",No,3,"Saving For Education, Investment Opportunities, Managing Debt",Limited Financial Sources,Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Strong Data Privacy And Security Policies,Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Trust In Automated Financial Advice",How To Spend Money,I Loved The Approach,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/27/2025 15:22,Nairobi,25-40 Years,Self-Employed,Salary/Wages,"20,000-50,000",No,4,Retirement Planning,Lack Of Financial Knowledge,Frequently (Weekly Or Monthly),Family/Friends/Informal Groups,Yes,"Personalized Investment Advice, Real-Time Financial Tips","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,Accuracy Of Information,Forecasting,No,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 12:17,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,3,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),Investment Firms,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Somewhat Comfortable,Accuracy Of Information,Livestock Farming Business,This Would Be A Good Ai Powered Chatbot,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/27/2025 18:20,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,2,"Retirement Planning, Investment Opportunities",Limited Access To Financial Advisors,Never,"Insurance Companies, Mobile Money Services (E.G., M-Pesa)",Yes,Integration With My Existing Financial Accounts,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Financial Calculation,This Would Be A Good Ai Powered Chatbot,Low,50,Low,Neutral,Low Literacy - Low Income
2/28/2025 13:34,Kakamega,25-40 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,4,Buying A Home,Lack Of Financial Knowledge,Rarely (Only When Needed),Banks/Financial Institutions,No,"Personalized Investment Advice, Real-Time Financial Tips, Multilingual Support",Availability Of Expert Human Support If Needed,Very Comfortable,"Data Privacy And Security, Trust In Automated Financial Advice",Advance,No,High,50,Low,Neutral,High Literacy - Low Income
2/25/2025 15:43,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"Less Than 20,000",Yes,3,Investment Opportunities,Lack Of Financial Knowledge,Frequently (Weekly Or Monthly),Family/Friends/Informal Groups,Yes,Budgeting And Expense Tracking,Strong Data Privacy And Security Policies,Somewhat Comfortable,Data Privacy And Security,Financial Opportunities,Grateful For This Eye Opening Financial Knowledge,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/27/2025 14:03,Bungoma,18-24 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,5,"Saving For Education, Buying A Home, Retirement Planning, Investment Opportunities",Lack Of Financial Knowledge,Never,"Investment Firms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips",Accurate And Reliable Financial Advice,Somewhat Comfortable,Data Privacy And Security,Assurance Of Safety Of My Finances,No Comment,High,20,Low,Neutral,High Literacy - Low Income
2/27/2025 23:35,Nairobi,25-40 Years,Employed (Full-Time),Family Support,Prefer Not To Say,No,3,Investment Opportunities,Limited Funds,Rarely (Only When Needed),Banks/Financial Institutions,Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Easy-To-Use And Intuitive Interface",Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Security Measures For My Financial Investment,No,Medium,0,,Neutral,Medium Literacy - nan Income
3/1/2025 11:17,Nairobi,41-60 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,4,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts",Availability Of Expert Human Support If Needed,Somewhat Comfortable,Data Privacy And Security,Accurate And Updated Information,Easy To Access,High,50,Low,Neutral,High Literacy - Low Income
2/28/2025 23:32,Kisumu,25-40 Years,Unemployed,Business/Entrepreneurship,"20,000-50,000",Yes,4,"Investment Opportunities, Managing Debt",High Cost Of Advisory Services,Rarely (Only When Needed),"Insurance Companies, Investment Firms",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Easy-To-Use And Intuitive Interface,Very Comfortable,Data Privacy And Security,Being Successful Needs Bright Minded Advisors,Non,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 12:14,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,5,Saving For Education,"Lack Of Financial Knowledge, Limited Access To Financial Advisors",Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Investment Firms",Yes,Personalized Investment Advice,Strong Data Privacy And Security Policies,Very Comfortable,Accuracy Of Information,Data Security,Not Satisfied,High,20,Low,Neutral,High Literacy - Low Income
2/27/2025 14:39,Kisumu,41-60 Years,Self-Employed,Business/Entrepreneurship,"Less Than 20,000",No,3,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),"Mobile Money Services (E.G., M-Pesa)",Yes,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security","One On One Talks With The Client,",Easy To Access,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/25/2025 17:29,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"50,001-100,000",No,5,"Retirement Planning, Investment Opportunities",Limited Access To Financial Advisors,Frequently (Weekly Or Monthly),Online Financial Platforms,No,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips",Availability Of Expert Human Support If Needed,Very Comfortable,Trust In Automated Financial Advice,"One On One Talks With The Client,",How To Use Money Without Wastage,High,50,Low,Neutral,High Literacy - Low Income
2/27/2025 21:44,Vihiga,25-40 Years,Employed (Full-Time),Salary/Wages,"100,001 And Above",Yes,2,Investment Opportunities,Insufficient Cash Flow,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Investment Firms, Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts",Availability Of Expert Human Support If Needed,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice","1.	Personalized Financial Planning: 
Ability To Create Tailored Financial Plans Based On Individual User Profiles, Goals, Risk Tolerance, And Financial Situations.
Integration With User Financial Accounts To Provide Real-Time Insights And Personalized Advice.
2.	Comprehensive Investment Guidance:
In-Depth Analysis Of Various Investment Options, Including Stocks, Bonds, Mutual Funds, And Etfs, With Market Trends And Performance Data.
Suggestions For Asset Allocation Based On Personal Risk Assessment And Financial Objectives.
3.	Goal-Based Financial Analytics:
Features That Allow Users To Set Specific Financial Goals (E.G., Retirement, Education Savings, Home Purchase) And Track Their Progress Over Time.
Visual Tools, Such As Charts And Graphs, To Help Illustrate Progress Toward These Goals.

4.	Tax Optimization Strategies:
Advice On Tax-Efficient Investment Strategies And Tax-Saving Options, Including Contributions To Retirement Accounts And Tax Credits.
Alerts For Tax Deadlines And Reminders For Necessary Documentation.

5.	Education And Resources:
Access To Informative Articles, Tutorials, And Videos Covering A Wide Range Of Financial Topics, From Budgeting To Investing And Retirement Planning.
Interactive Quizzes Or Assessments That Help Users Learn More About Their Financial Literacy.



6.	Ai-Powered Market Analysis:
Real-Time Market Analysis And Forecasts Driven By Ai Algorithms, Helping Users Make Informed Investment Decisions.
Alerts For Significant Market Events Or Trends That Might Impact User Portfolios.

7.	Integration With Financial Tools:
Seamless Integration With Budgeting Apps, Retirement Planners, And Other Financial Management Tools.
Compatibility With Various Financial Institutions For Easy Data Sharing And Updates.

8.	Regulatory And Compliance Updates:
Regular Updates On Changes In Regulations, Fiscal Policies, Tax Administration Laws, And Any Impacts They May Have On Personal Finance And Investment Strategies.
Alerts For Critical Changes That Users Need To Be Aware Of For Their Financial Planning.

9.	Mental Wellness Integration:
Support For Financial Wellness And Stress Management, Offering Resources And Advice On The Emotional Aspects Of Financial Decision-Making.
Modules On The Relationship Between Mental Well-Being And Personal Finance, Including Coping Strategies For Financial Stress.

10.	User Feedback Mechanism:
A System For Users To Provide Feedback On Chatbot Responses To Improve The Quality And Relevance Of Future Interactions.
Ability For Users To Rate Responses And Suggest Topics Of Interest.",Digital Financial Advice Missing Link In Social Platforms,Low,100,Low,Neutral,Low Literacy - Low Income
2/25/2025 14:48,Bungoma,18-24 Years,Unemployed,Salary/Wages,"50,001-100,000",No,5,Saving For Education,Limited Access To Financial Advisors,Rarely (Only When Needed),Family/Friends/Informal Groups,No,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses",Testimonials,When Is The Ai Coming Up Though,High,50,Low,Neutral,High Literacy - Low Income
2/25/2025 14:48,Machakos,25-40 Years,Self-Employed,Salary/Wages,Prefer Not To Say,No,2,"Buying A Home, Retirement Planning, Investment Opportunities","Limited Access To Financial Advisors, High Cost Of Advisory Services",Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (E.G., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Personalized Investment Advice,Strong Data Privacy And Security Policies,Somewhat Comfortable,Ease Of Understanding Responses,Link With My Spending Data E.G Bank/Mobile Money Messages.,Unknown,Low,0,,Neutral,Low Literacy - nan Income
